Map_Name,Scale,Area_Type,Litho_FMLY,Gross_Lith,Family_DV,Family_SDV,Geo_Name,Unit_Name,Unit_SYM,Main_Litho,Litho_SYM,Subordinat,Litho_Comp,Environmnt,Met_Facies,EON,ERA,Period,Age_Ma,Age_Basis,SCGR_Name,Formation,Group_Suit,Bed,Strat_SYM,Diagenesis,Genesis,Structure,Struct_Set,Tectonic,Terrane,Sub_Terane,Publisher,Pub_Date,Report_No,GRP_Label,FORM_Label,SYM_0250K,Labl_0250K,Symbol,Label,Shape_Leng,Shape_Area
Jabal Ibrahim GM-096C,"1:250,000",Harrat-Arabian Shield,Igneous extrusive rocks,Flood basalt,Quaternary-Neogene basaltic cinder cones,Quaternary-Neogene mafic (basaltic) volcanic rocks,Quaternary-Neogene flood basalt,Quaternary-Neogene flood basalt,QTb,"Alkali-Olivine basalt flow rocks, and Cinder and lava Cones",QTb,Undefined,"Alkali-Olivine basalt flow rocks, and Cinder and lava Cones",,None,Phanerozoic,Cenozoic,Quaternary-Neogene,Age uncertain,Inference,"Phanerozoic, Cenozoic, Quaternary-Neogene",Quaternary-Neogene flood basalt,"Nawasif group, (Buqum basalt)","Alkali-Olivine basalt flow rocks, and Cinder and lava Cones",QTb,Undefined,Volcanic,Flood basalt/harrat,Rift-flank extrusion,Divergent boundary,Asir terrane,Not applicable,SGS,2013-01-01,GM-096C,Flood basalt/harrat,Quaternary-Neogene basaltic cinder cones,QNbc,Quaternary-Neogene basaltic cinder cones,QNbc,Quaternary-Neogene basaltic cinder cones,19371.2630993,8672073.84391
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",Quaternary siliclastic surficial deposits,Quaternary alluvial fan and flood plain deposits,Quaternary alluvial fan and flood plain deposits,Qs,Flood and Coastal Plain deposits,Qs,Undefined,Flood and Coastal Plain deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary-Neogene,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary-Neogene",Quaternary alluvial fan and flood plain deposits,,Flood and Coastal Plain deposits,Qs,Undefined,Continental,Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Surficial cover,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",QNp,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",QNp,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",25012.6900721,10030608.6487
Jabal Ibrahim GM-096C,"1:250,000",Red Sea coastal plain,Sedimentary surficial deposits,Surficial deposits,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",Quaternary siliclastic surficial deposits,Quaternary alluvial fan and flood plain deposits,Quaternary alluvial fan and flood plain deposits,Qs,Flood and Coastal Plain deposits,Qs,Undefined,Flood and Coastal Plain deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary-Neogene,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary-Neogene",Quaternary alluvial fan and flood plain deposits,,Flood and Coastal Plain deposits,Qs,Undefined,Continental,Surficial cover,Surficial cover,Surficial cover,Phanerozoic,Surficial cover,SGS,2013-01-01,GM-096C,Surficial cover,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",QNp,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",QNp,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",8106.60229841,1332496.95652
Jabal Ibrahim GM-096C,"1:250,000",Red Sea coastal plain,Sedimentary surficial deposits,Surficial deposits,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",Quaternary siliclastic surficial deposits,Quaternary alluvial fan and flood plain deposits,Quaternary alluvial fan and flood plain deposits,Qs,Flood and Coastal Plain deposits,Qs,Undefined,Flood and Coastal Plain deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary-Neogene,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary-Neogene",Quaternary alluvial fan and flood plain deposits,,Flood and Coastal Plain deposits,Qs,Undefined,Continental,Surficial cover,Surficial cover,Surficial cover,Phanerozoic,Surficial cover,SGS,2013-01-01,GM-096C,Surficial cover,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",QNp,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",QNp,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",347561.618756,586531720.486
Jabal Ibrahim GM-096C,"1:250,000",Red Sea coastal plain,Sedimentary surficial deposits,Surficial deposits,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",Quaternary siliclastic surficial deposits,Quaternary alluvial fan and flood plain deposits,Quaternary alluvial fan and flood plain deposits,Qs,Flood and Coastal Plain deposits,Qs,Undefined,Flood and Coastal Plain deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary-Neogene,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary-Neogene",Quaternary alluvial fan and flood plain deposits,,Flood and Coastal Plain deposits,Qs,Undefined,Continental,Surficial cover,Surficial cover,Surficial cover,Phanerozoic,Surficial cover,SGS,2013-01-01,GM-096C,Surficial cover,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",QNp,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",QNp,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",36968.650491,28216532.6317
Jabal Ibrahim GM-096C,"1:250,000",Red Sea coastal plain,Sedimentary surficial deposits,Surficial deposits,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",Quaternary siliclastic surficial deposits,Quaternary eolian sand sheets,Quaternary eolian sand sheets,Qes,Eolian deposits,Qes,Undefined,Eolian deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary-Neogene,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary-Neogene",Quaternary eolian sand sheets,,Eolian deposits,Qes,Undefined,Continental,Surficial cover,Surficial cover,Surficial cover,Phanerozoic,Surficial cover,SGS,2013-01-01,GM-096C,Surficial cover,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",QNp,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",QNp,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",59150.8946408,23745664.6479
Jabal Ibrahim GM-096C,"1:250,000",Red Sea coastal plain,Sedimentary surficial deposits,Surficial deposits,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",Quaternary siliclastic surficial deposits,Quaternary eolian sand sheets,Quaternary eolian sand sheets,Qs,"Pediment and Plain sand, gravel, and silt",Qs,Undefined,"Pediment and Plain sand, gravel, and silt",Continental,None,Phanerozoic,Cenozoic,Quaternary-Neogene,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary-Neogene","Quaternary sand, gravel, and silt",,"Pediment and Plain sand, gravel, and silt",Qs,Undefined,Continental,Surficial cover,Surficial cover,Surficial cover,Phanerozoic,Surficial cover,SGS,2013-01-01,GM-096C,Surficial cover,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",QNp,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",QNp,"Quaternary-Neogene pediment, cobble, pebbles, conglomerate, sand, and gravel sheets",7722.22522911,55614.4774635
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,6085.05822964,858480.347515
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qal,Sand and gravel,Qal,Undefined,Sand and gravel,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Sand and gravel,Qal,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,610.218806014,4197.37603758
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,2637.13944078,320536.701772
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,20174.4749376,5133660.81337
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Phanerozoic,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,2751.34146724,245429.93633
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,9143.21730568,2998103.00701
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,42503.5344538,6119810.20354
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,78137.0034406,9972966.03189
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Phanerozoic,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,595192.539618,197723062.22
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Phanerozoic,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,20353.6473482,3764587.58673
Jabal Ibrahim GM-096C,"1:250,000",Arabian Platform cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qal,Sand and gravel,Qal,Undefined,Sand and gravel,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Sand and gravel,Qal,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Phanerozoic,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,1073.31268974,7533.87711534
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,19390.8866663,3956047.9302
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,17607.2587555,3946193.79936
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,22837.11107,2871080.97481
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,38659.5302407,5416208.94907
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,38904.1911742,14871586.7223
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,9708.94524634,2075012.35093
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,70945.4156062,33785865.0686
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,130341.240713,37466922.8663
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,38479.4602847,4106244.37586
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,1562.37931769,80825.0686986
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,12828.1206847,2319415.04735
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,22842.8369635,5948598.4294
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,43009.7311831,32556138.7641
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,38073.7252029,13756979.8247
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,93230.8314639,68791619.6737
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield cenozoic deposits,Sedimentary surficial deposits,Surficial deposits,Quaternary alluvium,Quaternary siliclastic surficial deposits,Quaternary alluvium,Quaternary alluvium,Qa,Alluvial deposits,Qa,Undefined,Alluvial deposits,Continental,None,Phanerozoic,Cenozoic,Quaternary,<1 Ma,Suspect dating and geologic relations,"Phanerozoic, Cenozoic, Quaternary",Quaternary alluvium,,Alluvial deposits,Qa,Undefined,"Surficial erosion, weathering, and deposition",Surficial cover,Surficial cover,Surficial cover,Asir terrane,Surficial cover,SGS,2013-01-01,GM-096C,Quaternary surficial deposits,Quaternary alluvium,Qa,Quaternary alluvium,Qa,Quaternary alluvium,217718.304149,36127069.4393
